,name,ranting,price,description,specification,delivery
134,Lapis Salsa Velvet Cushion - 50x50cm,no ranting,£64.50,"Our Voyage Maison Lapis Salsa Cushion is the perfect plush addition to any space. This orange velvet cushion is diverse in its use with a complimentary grey back, its multi-use allows it to sit great in any colour scheme. It has also been framed with a two-tone grey and orange fringe trim for a lavish finish. Made in the UK from high-quality materials, this cushion features a duck feather inner for superior comfort and quality. Enjoy a touch of luxury in your home with Voyage Maison designer cushions.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Maximalist
Print: Lapis
Main Colour: Orange
Accent Colour: Orange
Material: Velvet
Composition: 80% Polyester; 20% Cotton
Size: 50 x 50 cm
Aftercare: Dry Clean Only
Filling: Duck Feather
Trim: Two Colour Heavy Ruche Edge","All delivery costs are calculated based on the type of items in your order, where you live, and confirmed at the checkout. More details here.
UK Delivery
Delivery costs start from £6.95, with delivery taking 3 to 7 working days for in-stock items. For more information on delivery prices for our range of products visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these - more details.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item. To return an item, please follow the returns instructions here.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
135,Aria Grey Velvet Cushion - 50x50cm,no ranting,£51.50,"Our Voyage Maison Aria Grey Velvet Cushion is the perfect way to add a touch of luxury to your home. The duck feather inner provides comfort and support, while the embroidered design gives it a stylish finishing touch. Made from velvet, this cushion is soft to the touch and will look great in any room. Part of our new iKon Collection, the Aria pink velvet cushion is finished with a gold embellished dragonfly and a broad oxford edge. Enjoy a touch of luxury in your home with Voyage Maison designer cushions.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Maximalist
Print: Aria
Main Colour: Grey
Accent Colour: Yellow
Material: Velvet
Composition: 100% Cotton
Size: 50 x 50cm
Aftercare: Dry Clean Only
Filling: Duck Feather
Trim: Oxford Edge","All delivery costs are calculated based on the type of items in your order, where you live, and confirmed at the checkout. More details here.
UK Delivery
Delivery costs start from £6.95, with delivery taking 3 to 7 working days for in-stock items. For more information on delivery prices for our range of products visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these - more details.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item. To return an item, please follow the returns instructions here.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
136,Lapis Noir Velvet Cushion - 50x50cm,no ranting,£64.50,"Our Voyage Maison Lapis Noir Cushion is the perfect plush addition to any space. This black velvet cushion is diverse in its use with a complimentary grey back, its multi-use allows it to sit great in any colour scheme. It has also been framed with a two-tone grey fringe trim for a lavish finish. Made in the UK from high-quality materials, this cushion features a duck feather inner for superior comfort and quality. Enjoy a touch of luxury in your home with Voyage Maison designer cushions.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Maximalist
Print: Lapis
Main Colour: Grey
Accent Colour: Grey
Material: Velvet
Composition: 80% Polyester; 20% Cotton
Size: 50 x 50 cm
Aftercare: Dry Clean Only
Filling: Duck Feather
Trim: Two Colour Heavy Ruche Edge","All delivery costs are calculated based on the type of items in your order, where you live, and confirmed at the checkout. More details here.
UK Delivery
Delivery costs start from £6.95, with delivery taking 3 to 7 working days for in-stock items. For more information on delivery prices for our range of products visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these - more details.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item. To return an item, please follow the returns instructions here.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
137,Nikko Bamboo Velvet Cushion - 50x50cm,no ranting,£51.50,"Our Voyage Maison Nikko Bamboo Cushion is the perfect addition to any space. Painted and printed in-house and crafted in the UK, this cushion features a beautiful watercolour design, a velvet piped edge and a linen back. Made from high-quality materials and filled with our plush duck feather inner, providing superior comfort and style. Designed, printed and sewn in the UK, this contemporary take on a damask design has been made with care and created to last a lifetime. Enjoy a touch of luxury in your home with Voyage Maison designer cushions.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Couture
Print: Nikko
Main Colour: Grey
Accent Colour: Brown
Material: Velvet
Composition: 60% Cotton 40% Viscose
Size: 50 x 50 cm
Aftercare: Dry Clean Only
Filling: Duck Feather
Trim: Velvet Piping","All delivery costs are calculated based on the type of items in your order, where you live, and confirmed at the checkout. More details here.
UK Delivery
Delivery costs start from £6.95, with delivery taking 3 to 7 working days for in-stock items. For more information on delivery prices for our range of products visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these - more details.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item. To return an item, please follow the returns instructions here.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
138,Lapis Cinnamon Velvet Cushion - 50x50cm,no ranting,£64.50,"Our Voyage Maison Lapis Cinnamon Cushion is the perfect plush addition to any space. This velvet cushion is diverse in its use with a complimentary grey back, its multi-use allows it to sit great in any colour scheme. It has also been framed with a two-tone grey trim for a lavish finish. Made in the UK from high-quality materials, this cushion features a duck feather inner for superior comfort and quality. Enjoy a touch of luxury in your home with Voyage Maison designer cushions.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Maximalist
Print: Lapis
Main Colour: Orange
Accent Colour: Orange
Material: Velvet
Composition: 80% Polyester; 20% Cotton
Size: 50 x 50 cm
Aftercare: Dry Clean Only
Filling: Duck Feather
Trim: Two Colour Heavy Ruche Edge","All delivery costs are calculated based on the type of items in your order, where you live, and confirmed at the checkout. More details here.
UK Delivery
Delivery costs start from £6.95, with delivery taking 3 to 7 working days for in-stock items. For more information on delivery prices for our range of products visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these - more details.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item. To return an item, please follow the returns instructions here.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
139,Orta Opal Jacquard Cushion - 40x60cm,no ranting,£50.00,"From our Winter Skies collection, Orta Opal is a luxury abstract woven jacquard with a distressed textural look. The Opal colourway is silver blue with hints of metallic thread and has been paired with a two-tone heavy fringe trim and a velvet back creating an opulent and elegant cushion perfect for a glamorous aesthetic.
Like all our Voyage Maison cushions, Orta Opal has been hand crafted in the UK and filled with a plush duck feather inner to ensure the highest quality, comfort and style. Enjoy a touch of luxury in your home with Voyage Maison designer cushions.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Couture
Print: Orta
Main Colour: Blue
Accent Colour: Blue
Material: Woven
Composition: 50% Cotton; 50%Polyester
Size: 40 x 60 cm
Aftercare: Dry Clean Only
Filling: Duck Feather
Trim: Two Colour Heavy Ruche Edge","All delivery costs are calculated based on the type of items in your order, where you live, and confirmed at the checkout. More details here.
UK Delivery
Delivery costs start from £6.95, with delivery taking 3 to 7 working days for in-stock items. For more information on delivery prices for our range of products visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these - more details.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item. To return an item, please follow the returns instructions here.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
140,Lapis Aqua Cushion - 50x50cm,no ranting,£64.50,"Our Voyage Maison Lapis Aqua Cushion is the perfect plush addition to any space. This blue velvet cushion is diverse in its use with a complimentary grey back, its multi-use allows it to sit great in any colour scheme. It has also been framed with a two-tone fringe trim of aqua and grey for a lavish finish. Made in the UK from high-quality materials, this cushion features a duck feather inner for superior comfort and quality. Enjoy a touch of luxury in your home with Voyage Maison designer cushions.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Maximalist
Print: Lapis
Main Colour: Blue
Accent Colour: Blue
Material: Velvet
Composition: 80% Polyester; 20% Cotton
Size: 50 x 50 cm
Aftercare: Dry Clean Only
Filling: Duck Feather
Trim: Two Colour Heavy Ruche Edge","All delivery costs are calculated based on the type of items in your order, where you live, and confirmed at the checkout. More details here.
UK Delivery
Delivery costs start from £6.95, with delivery taking 3 to 7 working days for in-stock items. For more information on delivery prices for our range of products visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these - more details.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item. To return an item, please follow the returns instructions here.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
141,Lapis Gooseberry Velvet Cushion - 50x50cm,no ranting,£64.50,"Our Voyage Maison Lapis Gooseberry Cushion is the perfect plush addition to any space. This velvet cushion is diverse in its use with a complimentary grey back, its multi-use allows it to sit great in any colour scheme. It has also been framed with a two-tone grey and green trim for a lavish finish. Made in the UK from high-quality materials, this cushion features a duck feather inner for superior comfort and quality. Enjoy a touch of luxury in your home with Voyage Maison designer cushions.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Maximalist
Print: Lapis
Main Colour: Grey
Accent Colour: Grey
Material: Velvet
Composition: 80% Polyester; 20% Cotton
Size: 50 x 50 cm
Aftercare: Dry Clean Only
Filling: Duck Feather
Trim: Two Colour Heavy Ruche Edge","All delivery costs are calculated based on the type of items in your order, where you live, and confirmed at the checkout. More details here.
UK Delivery
Delivery costs start from £6.95, with delivery taking 3 to 7 working days for in-stock items. For more information on delivery prices for our range of products visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these - more details.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item. To return an item, please follow the returns instructions here.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
142,Marie Burke Heligan Fuchsia Cushion - 55x55cm,no ranting,£57.75,"An ode to the beautiful countryside, Heligan is a statement piece from the new Marie Burke collection in collaboration with Voyage Maison. Blooming with vivid tones of fuchsia pink and muted greens this floral study is a striking statement piece bringing sophistication to any decor. This British-made cushion is given a dramatic elegance with the addition of gold-toned fringing. Each Voyage Maison cushion is completed with a plush duck feather inner for extra comfort. Enjoy a touch of luxury in your home with Voyage Maison designer cushions.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Marie Burke
Print: HELIGAN
Main Colour: Pink
Accent Colour: Green
Material: Linen
Composition: 95% cotton/5% linen/duck feather inner/100% polyester back
Size: 55x55cm,
Aftercare: Dry Clean Only
Filling: Duck Feather Inner
Trim: Fringe","Delivery
Delivery costs start from £6.95 for Fabric & Home Accessory products. For more information on delivery prices for the rest of our range visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these. For more information, visit our Delivery Policy page.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item.
To return an item, please follow the returns instructions within our Returns Policy page.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
143,Nikko Cobalt Velvet Cushion - 50x50cm,no ranting,£51.50,"Our Voyage Maison Nikko Cobalt Cushion is the perfect addition to any space. Painted and printed in-house and crafted in the UK, this cushion features a beautiful watercolour design, a velvet piped edge and a linen back. Made from high-quality materials and filled with our plush duck feather inner, providing superior comfort and style. Designed, printed and sewn in the UK, this contemporary take on a damask design has been made with care and created to last a lifetime. Enjoy a touch of luxury in your home with Voyage Maison designer cushions.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Couture
Print: Nikko
Main Colour: Grey
Accent Colour: Blue
Material: Velvet
Composition: 60% Cotton 40% Viscose
Size: 50 x 50 cm
Aftercare: Dry Clean Only
Filling: Duck Feather
Trim: Velvet Piping","All delivery costs are calculated based on the type of items in your order, where you live, and confirmed at the checkout. More details here.
UK Delivery
Delivery costs start from £6.95, with delivery taking 3 to 7 working days for in-stock items. For more information on delivery prices for our range of products visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these - more details.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item. To return an item, please follow the returns instructions here.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
144,Aria Pink Velvet Cushion - 50x50cm,no ranting,£51.50,"Our Voyage Maison Aria Pink Velvet Cushion is the perfect way to add a touch of luxury to your home. The duck feather inner provides comfort and support, while the embroidered design gives it a stylish finishing touch. Made from velvet, this cushion is soft to the touch and will look great in any room. Part of our new iKon Collection, the Aria pink velvet cushion is finished with a gold embellished dragonfly and a broad oxford edge. Enjoy a touch of luxury in your home with Voyage Maison designer cushions.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Maximalist
Print: Aria
Main Colour: Pink
Accent Colour: Yellow
Material: Velvet
Composition: 100% Cotton
Size: 50 x 50cm
Aftercare: Dry Clean Only
Filling: Duck Feather
Trim: Oxford Edge","All delivery costs are calculated based on the type of items in your order, where you live, and confirmed at the checkout. More details here.
UK Delivery
Delivery costs start from £6.95, with delivery taking 3 to 7 working days for in-stock items. For more information on delivery prices for our range of products visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these - more details.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item. To return an item, please follow the returns instructions here.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
145,Elysium Onyx Arthouse Cushion - 35x25cm,no ranting,£23.25,"Part of our new iKon Collection, our Elysium Onyx Arthouse Cushion is a masterpiece of art and craftsmanship. The design features an intricate Scottish thistle design painted by our talented Voyage designers bound to add a touch of luxury to your home. Printed in-house and made in the UK, this cushion is finished with complimentary black piping trim and a soft velvet back panel. Featuring a plush duck feather inner, this cushion guarantees superior comfort and quality. Enjoy a touch of luxury in your home with Voyage Maison designer cushions.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Maximalist
Print: Elysium
Main Colour: Black
Accent Colour: Pink
Material: Linen
Composition: 95% Cotton, 5% Linen
Size: 35 x 25 cm
Aftercare: Dry Clean Only
Filling: Duck Feather
Trim: Velvet Piping","All delivery costs are calculated based on the type of items in your order, where you live, and confirmed at the checkout. More details here.
UK Delivery
Delivery costs start from £6.95, with delivery taking 3 to 7 working days for in-stock items. For more information on delivery prices for our range of products visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these - more details.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item. To return an item, please follow the returns instructions here.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
146,Darren Woodhead Icertine Warbler Pine Cushion - 60x40cm,no ranting,£44.00,"Introducing our delicate Icertine Warbler Pine cushion from the Darren Woodhead collection created in collaboration with Voyage Maison. This watercolour painting features a beautiful bird resting among the autumn branches, brought to life with fresh rich colours. Printed in-house and crafted in the UK, this cushion features a handmade tie-dye trim and velvet back. Made from high-quality materials and filled with our plush duck feather inner, it provides superior comfort and style.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Darren Woodhead
Print: Icertine
Accent Colour: Green
Material: Linen
Composition: 95% cotton/5% linen/duck feather inner/100% polyester back
Size: 60x40cm
Aftercare: Dry Clean Only
Filling: Duck Feather Inner
Trim: Tie Dye Loop Marine","Delivery
Delivery costs start from £6.95 for Fabric & Home Accessory products. For more information on delivery prices for the rest of our range visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these. For more information, visit our Delivery Policy page.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item.
To return an item, please follow the returns instructions within our Returns Policy page.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
147,Mr Snipe Twilight Cushion - 50x50cm,no ranting,£45.25,"Transform your home with our Mr Snipe cushion, part of our Woodland Tales collection. Featuring a stunning curlew hidden among the wildflowers and foliage, painted upon a twilight background creating a mysterious feel to the design. Designed and produced in the UK, this design is paired with a peony linen blend back and a handmade spring tie-dye trim, making it the perfect luxury accessory to add to any room. To finish, each Voyage Maison cushion is filled with a plush duck feather inner.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Woodland Tales
Print: Mr Snipe
Material: Cotton Blend
Composition: 95% COTTON 5% LINEN/54% POLYESTER 36% VISCOSE 10% LINEN
Size: 50X50
Aftercare: Dry Clean Only
Filling: Duck Feather
Trim: Handmade, Tie Dye Loop Trim","All delivery costs are calculated based on the type of items in your order, where you live, and confirmed at the checkout. More details here.
UK Delivery
Delivery costs start from £6.95, with delivery taking 3 to 7 working days for in-stock items. For more information on delivery prices for our range of products visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these - more details.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item. To return an item, please follow the returns instructions here.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
148,Lachlan Azure Printed Cushion - 50x40cm,no ranting,£32.50,"Featuring a stunning animal watercolour study, our Lachlan Azure cushion is ideal for adding a touch of country to any room. Printed in-house and crafted in the UK, this luxury cushion features a grey suede denim back and a complimentary oxford edge. Made from high-quality materials and filled with our plush British reclaimed wool inner, the Lachlan provides superior comfort and style.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Country
Print: Lachlan
Main Colour: Blue
Material: Cotton
Composition: 95% Cotton, 5% Linen
Size: 50x40cm
Aftercare: Dry Clean Only
Filling: British Wool
Trim: Oxford Edge","All delivery costs are calculated based on the type of items in your order, where you live, and confirmed at the checkout. More details here.
UK Delivery
Delivery costs start from £6.95, with delivery taking 3 to 7 working days for in-stock items. For more information on delivery prices for our range of products visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these - more details.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item. To return an item, please follow the returns instructions here.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
149,Darren Woodhead Huckleberry Blossom Cushion - 60x40cm,no ranting,£44.00,"Delight in the peaceful beauty of nature with our Huckleberry Blossom cushion from the Darren Woodhead collection created in collaboration with Voyage Maison. This beautiful watercolour design features a family of garden birds perched among a berry tree, creating the perfect cushion to add a touch of calmness to your home. Printed in-house and crafted in the UK, this cushion features a luxurious grey velvet back and trim. Made from high-quality materials and filled with our plush duck feather inner, it provides superior comfort and style.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Darren Woodhead
Print: Huckleberry
Accent Colour: Pink
Material: Linen
Composition: 95% cotton/5% linen/duck feather inner/100% polyester back
Size: 60x40cm
Aftercare: Dry Clean Only
Filling: Duck Feather Inner
Trim: Tie Dye Loop Berry","Delivery
Delivery costs start from £6.95 for Fabric & Home Accessory products. For more information on delivery prices for the rest of our range visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these. For more information, visit our Delivery Policy page.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item.
To return an item, please follow the returns instructions within our Returns Policy page.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
150,Oryx Meadow Chenille Cushion - 40x60cm,no ranting,£50.00,"Oryx Meadow is a beautifully detailed chenille cushion made from an intricately woven herringbone fabric featuring a combination of cream and green yarn. Trimmed with a two-tone fringe and backed with a soft suede this semi-plain cushion is the perfect co-ordinate piece to sit across other Voyage Maison designs in any interior setting. Soft to the touch and with a stunning depth of texture, this cushion has been filled with our signature plush duck feather inner and has been crafted in the UK to ensure superior quality, comfort, and style. Enjoy a touch of luxury in your home with Voyage Maison designer cushions.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Country Blooms
Print: Oryx
Main Colour: Natural
Accent Colour: Green
Material: Chenille Linen
Composition: 32% Acrylic; 31% Cotton; 25% Viscose; 12% Linen
Size: 40 x 60 cm
Aftercare: Dry Clean Only
Filling: Duck Feather
Trim: Two Colour Heavy Ruche Edge","All delivery costs are calculated based on the type of items in your order, where you live, and confirmed at the checkout. More details here.
UK Delivery
Delivery costs start from £6.95, with delivery taking 3 to 7 working days for in-stock items. For more information on delivery prices for our range of products visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these - more details.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item. To return an item, please follow the returns instructions here.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
151,Monet Ironstone Cushion - 55x55cm,no ranting,£62.50,"From our Winter Skies collection, Monet Ironstone is an abstract dreamscape of water reflections. Printed in-house on our luxurious textured satin, the Amber colourway features an array of warm tones and is finished with an elegant two-tone fringe trim. Bound to add an opulent abstract feel to your home, like all of our Voyage Maison Cushions, Monet Ironstone is filled with our plush duck feather inner and has been crafted in the UK to ensure a high-quality and comfortable design. Enjoy a touch of luxury in your home with Voyage Maison designer cushions.
Disclaimer: Product images are shown for illustration purposes only and may vary slightly due to product enhancement and the screen settings of the device being used.","Design Style: Couture
Print: Monet
Main Colour: Grey
Accent Colour: Pink
Material: Satin
Composition: 65% Viscose; 35% Polyester
Size: 55 x 55 cm
Aftercare: Dry Clean Only
Filling: Duck Feather
Trim: Two Colour Heavy Ruche Edge","All delivery costs are calculated based on the type of items in your order, where you live, and confirmed at the checkout. More details here.
UK Delivery
Delivery costs start from £6.95, with delivery taking 3 to 7 working days for in-stock items. For more information on delivery prices for our range of products visit our Delivery Policy page.
Lead Times
Lead times on our products vary by product type. We have a wide range of products in stock, but we also have a range of products that are print or made to order and delivery times will vary for these - more details.
Returns
If you’re not 100% happy with your purchase, you can return it to us in its original condition and original packaging with a completed returns form within 14 days for a full refund, provided it is in original, unused, saleable condition and repacked in the original packaging.
You are responsible for the cost of returning your item(s) to us, unless you received a faulty, damaged or wrongly dispatched item. To return an item, please follow the returns instructions here.
If you have any other questions about Deliveries or Returns, please give us a call on 0141 641 1700 or email us at voyageshop@voyfab.co.uk."
